city_from_name,city_to_name,distance
Rotterdam,Porto,1558.0329
Zaragoza,Dusseldorf,1214.4772
Venlo,Dusseldorf,47.3876
Bratislava,Dusseldorf,819.2894
Hamburg,Dusseldorf,339.2215
Rome,Dusseldorf,1125.029
Lille,Dusseldorf,269.0769
Liege,Dusseldorf,106.3716
Warsaw,Dusseldorf,992.3709
Paris,Dusseldorf,413.6191
Lyon,Dusseldorf,624.6864
Marseille,Dusseldorf,887.8947
Bordeaux,Dusseldorf,896.2065
Milan,Dusseldorf,665.0376
Berlin,Dusseldorf,477.3717
Madrid,Dusseldorf,1448.2241
Vienna,Dusseldorf,768.3073
Munich,Dusseldorf,487.5926
Amsterdam,Dusseldorf,182.1019
Stockholm,Dusseldorf,1149.3691
Copenhagen,Dusseldorf,627.7653
Barcelona,Dusseldorf,1149.4065
Cologne,Dusseldorf,34.4291
Athens,Dusseldorf,1984.437
Bucharest,Dusseldorf,1625.1608
Budapest,Dusseldorf,980.9822
Naples,Dusseldorf,1290.0187
Lisbon,Dusseldorf,1865.7471
Turin,Dusseldorf,687.985
Hanover,Dusseldorf,241.017
Malmö,Dusseldorf,638.922
Helsinki,Dusseldorf,1506.2793
Prague,Dusseldorf,554.9521
Valencia,Dusseldorf,1420.0225
Bremen,Dusseldorf,248.4044
Porto,Dusseldorf,1626.5104
Venlo,Zaragoza,1208.4067
Bratislava,Zaragoza,1588.623
Hamburg,Zaragoza,1551.5661
Rome,Zaragoza,1110.3378
Lille,Zaragoza,1043.724
Liege,Zaragoza,1116.0416
Warsaw,Zaragoza,2030.693
Paris,Zaragoza,839.2165
Lyon,Zaragoza,647.847
Marseille,Zaragoza,545.3384
Bordeaux,Zaragoza,355.1412
Milan,Zaragoza,916.383
Berlin,Zaragoza,1616.8146
Madrid,Zaragoza,274.1376
Vienna,Zaragoza,1539.7663
Munich,Zaragoza,1217.1632
Amsterdam,Zaragoza,1269.1074
Stockholm,Zaragoza,2363.4114
Copenhagen,Zaragoza,1841.379
Barcelona,Zaragoza,257.0251
Cologne,Zaragoza,1194.4688
Athens,Zaragoza,2138.3667
Bucharest,Zaragoza,2210.0925
Budapest,Zaragoza,1704.3119
Naples,Zaragoza,1269.832
Lisbon,Zaragoza,774.9704
Turin,Zaragoza,790.531
Hanover,Zaragoza,1436.4563
Malmö,Zaragoza,1851.0339
Helsinki,Zaragoza,2710.6631
Prague,Zaragoza,1508.5357
Valencia,Zaragoza,246.0864
Bremen,Zaragoza,1462.8167
Porto,Zaragoza,648.5823
Bratislava,Venlo,866.6269
Hamburg,Venlo,354.9956
Rome,Venlo,1160.8464
Lille,Venlo,232.4003
Liege,Venlo,92.4928
Warsaw,Venlo,1031.3584
Paris,Venlo,392.9249
Lyon,Venlo,634.0662
Marseille,Venlo,902.042
Bordeaux,Venlo,883.3809
Milan,Venlo,696.3485
Berlin,Venlo,512.8188
Madrid,Venlo,1436.9241
Vienna,Venlo,815.6854
Munich,Venlo,532.4769
Amsterdam,Venlo,139.2635
Stockholm,Venlo,1159.0472
Copenhagen,Venlo,639.4113
Barcelona,Venlo,1153.4178
Cologne,Venlo,75.8455
Athens,Venlo,2029.5726
Bucharest,Venlo,1672.4754
Budapest,Venlo,1028.3023
Naples,Venlo,1328.0246
Lisbon,Venlo,1846.475
Turin,Venlo,712.3703
Hanover,Venlo,270.062
Malmö,Venlo,652.4192
Helsinki,Venlo,1521.8218
Prague,Venlo,601.1965
Valencia,Venlo,1418.7254
Bremen,Venlo,260.756
Porto,Venlo,1603.9511
Hamburg,Bratislava,781.0735
Rome,Bratislava,784.9334
Lille,Bratislava,1054.5937
Liege,Bratislava,880.9654
Warsaw,Bratislava,534.804
Paris,Bratislava,1093.9242
Lyon,Bratislava,970.4925
Marseille,Bratislava,1059.6431
Bordeaux,Bratislava,1403.4051
Milan,Bratislava,673.8443
Berlin,Bratislava,552.9516
Madrid,Bratislava,1862.1797
Vienna,Bratislava,55.1533
Munich,Bratislava,411.7316
Amsterdam,Bratislava,987.7402
Stockholm,Bratislava,1245.1757
Copenhagen,Bratislava,894.1859
Barcelona,Bratislava,1397.414
Cologne,Bratislava,796.365
Athens,Bratislava,1250.4735
Bucharest,Bratislava,805.9377
Budapest,Bratislava,161.8264
Naples,Bratislava,844.0198
Lisbon,Bratislava,2354.0837
Turin,Bratislava,798.6767
Hanover,Bratislava,704.2409
Malmö,Bratislava,875.8775
Helsinki,Bratislava,1429.6227
Prague,Bratislava,291.2472
Valencia,Bratislava,1699.4885
Bremen,Bratislava,802.3812
Porto,Bratislava,2170.9236
Rome,Hamburg,1309.179
Lille,Hamburg,575.0572
Liege,Hamburg,443.1614
Warsaw,Hamburg,758.5587
Paris,Hamburg,747.9185
Lyon,Hamburg,943.0273
Marseille,Hamburg,1189.9889
Bordeaux,Hamburg,1235.3496
Milan,Hamburg,901.2353
Berlin,Hamburg,254.6944
Madrid,Hamburg,1787.4018
Vienna,Hamburg,743.8643
Munich,Hamburg,612.2829
Amsterdam,Hamburg,367.2448
Stockholm,Hamburg,812.0226
Copenhagen,Hamburg,289.9676
Barcelona,Hamburg,1473.6254
Cologne,Hamburg,357.1486
Athens,Hamburg,2025.2207
Bucharest,Hamburg,1547.9444
Budapest,Hamburg,928.2328
Naples,Hamburg,1449.0449
Lisbon,Hamburg,2201.4676
Turin,Hamburg,958.1984
Hanover,Hamburg,132.0362
Malmö,Hamburg,299.8548
Helsinki,Hamburg,1167.5065
Prague,Hamburg,491.0931
Valencia,Hamburg,1751.9607
Bremen,Hamburg,95.4791
Porto,Hamburg,1958.0004
Lille,Rome,1211.1302
Liege,Rome,1107.929
Warsaw,Rome,1319.6796
Paris,Rome,1108.5886
Lyon,Rome,749.8862
Marseille,Rome,604.0216
Bordeaux,Rome,1106.8508
Milan,Rome,477.3222
Berlin,Rome,1183.0545
Madrid,Rome,1366.4467
Vienna,Rome,765.5193
Munich,Rome,697.5485
Amsterdam,Rome,1297.8466
Stockholm,Rome,1977.3389
Copenhagen,Rome,1533.9085
Barcelona,Rome,859.9884
Cologne,Rome,1090.6475
Athens,Rome,1053.5083
Bucharest,Rome,1141.5506
Budapest,Rome,810.5965
Naples,Rome,188.7287
Lisbon,Rome,1866.532
Turin,Rome,524.436
Hanover,Rome,1183.4477
Malmö,Rome,1525.2925
Helsinki,Rome,2204.2242
Prague,Rome,922.9972
Valencia,Rome,1118.7306
Bremen,Rome,1273.3157
Porto,Rome,1758.1663
Liege,Lille,177.5529
Warsaw,Lille,1261.4372
Paris,Lille,204.8496
Lyon,Lille,558.1464
Marseille,Lille,834.5826
Bordeaux,Lille,699.6873
Milan,Lille,733.8784
Berlin,Lille,744.9913
Madrid,Lille,1251.5675
Vienna,Lille,1001.0708
Munich,Lille,677.1062
Amsterdam,Lille,231.1954
Stockholm,Lille,1357.4387
Copenhagen,Lille,847.3082
Barcelona,Lille,1030.8249
Cologne,Lille,276.7793
Athens,Lille,2153.58
Bucharest,Lille,1857.0525
Budapest,Lille,1215.7651
Naples,Lille,1391.226
Lisbon,Lille,1636.4555
Turin,Lille,708.8031
Hanover,Lille,501.9357
Malmö,Lille,863.6312
Helsinki,Lille,1731.7666
Prague,Lille,809.6745
Valencia,Lille,1269.8705
Bremen,Lille,479.6218
Porto,Lille,1386.9211
Warsaw,Liege,1089.8197
Paris,Liege,307.2646
Lyon,Liege,546.2179
Marseille,Liege,817.1268
Bordeaux,Liege,792.7393
Milan,Liege,635.8256
Berlin,Liege,580.017
Madrid,Liege,1345.7935
Vienna,Liege,828.0363
Munich,Liege,517.1005
Amsterdam,Liege,197.927
Stockholm,Liege,1250.3499
Copenhagen,Liege,729.8537
Barcelona,Liege,1062.2681
Cologne,Liege,103.0528
Athens,Liege,2008.8628
Bucharest,Liege,1685.3976
Budapest,Liege,1042.5622
Naples,Liege,1280.3831
Lisbon,Liege,1759.8255
Turin,Liege,639.8223
Hanover,Liege,347.2342
Malmö,Liege,742.0781
Helsinki,Liege,1610.6679
Prague,Liege,632.1718
Valencia,Liege,1326.3454
Bremen,Liege,350.31
Porto,Liege,1520.1454
Paris,Warsaw,1376.6802
Lyon,Warsaw,1384.9215
Marseille,Warsaw,1534.6302
Bordeaux,Warsaw,1788.2674
Milan,Warsaw,1149.4642
Berlin,Warsaw,523.8994
Madrid,Warsaw,2297.8442
Vienna,Warsaw,559.1571
Munich,Warsaw,816.0497
Amsterdam,Warsaw,1101.3447
Stockholm,Warsaw,811.4601
Copenhagen,Warsaw,676.8236
Barcelona,Warsaw,1870.1057
Cologne,Warsaw,986.9986
Athens,Warsaw,1597.0905
Bucharest,Warsaw,943.3275
Budapest,Warsaw,546.5441
Naples,Warsaw,1369.3514
Lisbon,Warsaw,2768.9663
Turin,Warsaw,1264.7321
Hanover,Warsaw,772.4025
Malmö,Warsaw,648.9997
Helsinki,Warsaw,915.0844
Prague,Warsaw,522.6342
Valencia,Warsaw,2173.2031
Bremen,Warsaw,834.173
Porto,Warsaw,2557.6066
Lyon,Paris,393.5762
Marseille,Paris,661.6477
Bordeaux,Paris,498.3086
Milan,Paris,642.8327
Berlin,Paris,880.4355
Madrid,Paris,1052.0368
Vienna,Paris,1038.8408
Munich,Paris,688.2662
Amsterdam,Paris,431.1714
Stockholm,Paris,1547.574
Copenhagen,Paris,1030.7479
Barcelona,Paris,830.9137
Cologne,Paris,405.6203
Athens,Paris,2101.2943
Bucharest,Paris,1877.2597
Budapest,Paris,1250.0463
Naples,Paris,1294.9374
Lisbon,Paris,1453.5704
Turin,Paris,586.3959
Hanover,Paris,654.1463
Malmö,Paris,1044.6582
Helsinki,Paris,1914.3578
Prague,Paris,886.6124
Valencia,Paris,1065.1529
Bremen,Paris,653.5159
Porto,Paris,1212.8973
Marseille,Lyon,276.8639
Bordeaux,Lyon,436.45
Milan,Lyon,341.4333
Berlin,Lyon,975.8332
Madrid,Lyon,912.9311
Vienna,Lyon,918.2506
Munich,Lyon,577.2241
Amsterdam,Lyon,735.6674
Stockholm,Lyon,1749.4739
Copenhagen,Lyon,1230.5109
Barcelona,Lyon,531.1909
Cologne,Lyon,597.1952
Athens,Lyon,1784.2604
Bucharest,Lyon,1675.7436
Budapest,Lyon,1103.5369
Naples,Lyon,938.6115
Lisbon,Lyon,1390.6951
Turin,Lyon,235.9276
Hanover,Lyon,818.0848
Malmö,Lyon,1236.3026
Helsinki,Lyon,2079.6824
Prague,Lyon,862.301
Valencia,Lyon,818.4376
Bremen,Lyon,863.1433
Porto,Lyon,1200.4324
Bordeaux,Marseille,506.4981
Milan,Marseille,388.1193
Berlin,Marseille,1185.9895
Madrid,Marseille,817.935
Vienna,Marseille,1013.8765
Munich,Marseille,722.6529
Amsterdam,Marseille,1009.821
Stockholm,Marseille,1983.2239
Copenhagen,Marseille,1471.5665
Barcelona,Marseille,338.1634
Cologne,Marseille,858.0742
Athens,Marseille,1656.8987
Bucharest,Marseille,1666.952
Budapest,Marseille,1165.7476
Naples,Marseille,783.5309
Lisbon,Marseille,1320.2925
Turin,Marseille,270.0553
Hanover,Marseille,1060.5418
Malmö,Marseille,1474.4317
Helsinki,Marseille,2294.3008
Prague,Marseille,1022.8963
Valencia,Marseille,641.2964
Bremen,Marseille,1116.7221
Porto,Marseille,1177.1382
Milan,Bordeaux,770.8902
Berlin,Bordeaux,1332.6929
Madrid,Bordeaux,554.1662
Vienna,Bordeaux,1350.3198
Munich,Bordeaux,1001.2265
Amsterdam,Bordeaux,929.0682
Stockholm,Bordeaux,2042.2945
Copenhagen,Bordeaux,1522.5537
Barcelona,Bordeaux,444.8866
Cologne,Bordeaux,880.8422
Athens,Bordeaux,2160.2761
Bucharest,Bordeaux,2107.9581
Budapest,Bordeaux,1539.351
Naples,Bordeaux,1289.0864
Lisbon,Bordeaux,983.9388
Turin,Bordeaux,652.1916
Hanover,Bordeaux,1129.5327
Malmö,Bordeaux,1534.7341
Helsinki,Bordeaux,2402.3701
Prague,Bordeaux,1269.3888
Valencia,Bordeaux,596.8858
Bremen,Bordeaux,1143.0454
Porto,Bordeaux,772.1508
Berlin,Milan,842.0343
Madrid,Milan,1190.4149
Vienna,Milan,626.7914
Munich,Milan,348.4711
Amsterdam,Milan,829.9284
Stockholm,Milan,1653.1971
Copenhagen,Milan,1161.7271
Barcelona,Milan,726.1899
Cologne,Milan,630.7762
Athens,Milan,1463.9542
Bucharest,Milan,1337.089
Budapest,Milan,788.8565
Naples,Milan,658.2928
Lisbon,Milan,1686.5107
Turin,Milan,126.2194
Hanover,Milan,769.5248
Malmö,Milan,1159.5273
Helsinki,Milan,1939.6115
Prague,Milan,646.1697
Valencia,Milan,1029.415
Bremen,Milan,846.979
Porto,Milan,1517.9006
Madrid,Berlin,1870.371
Vienna,Berlin,524.0812
Munich,Berlin,503.9817
Amsterdam,Berlin,577.5253
Stockholm,Berlin,812.0819
Copenhagen,Berlin,356.8434
Barcelona,Berlin,1499.6969
Cologne,Berlin,477.4541
Athens,Berlin,1803.4007
Bucharest,Berlin,1296.9016
Budapest,Berlin,689.3135
Naples,Berlin,1300.1679
Lisbon,Berlin,2315.2662
Turin,Berlin,927.761
Hanover,Berlin,248.6779
Malmö,Berlin,344.6811
Helsinki,Berlin,1108.6331
Prague,Berlin,279.7165
Valencia,Berlin,1793.5348
Bremen,Berlin,315.1822
Porto,Berlin,2086.7796
Vienna,Madrid,1813.0225
Munich,Madrid,1486.8578
Amsterdam,Madrid,1481.9616
Stockholm,Madrid,2595.9713
Copenhagen,Madrid,2075.5539
Barcelona,Madrid,506.922
Cologne,Madrid,1431.3403
Athens,Madrid,2375.3223
Bucharest,Madrid,2478.9272
Budapest,Madrid,1978.4494
Naples,Madrid,1516.9787
Lisbon,Madrid,503.861
Turin,Madrid,1064.4805
Hanover,Madrid,1678.1696
Malmö,Madrid,2087.1443
Helsinki,Madrid,2953.0022
Prague,Madrid,1775.2312
Valencia,Madrid,303.1546
Bremen,Madrid,1695.8825
Porto,Madrid,422.0741
Munich,Vienna,356.8202
Amsterdam,Vienna,938.5242
Stockholm,Vienna,1242.246
Copenhagen,Vienna,871.8583
Barcelona,Vienna,1351.9577
Cologne,Vienna,744.725
Athens,Vienna,1282.64
Bucharest,Vienna,857.7667
Budapest,Vienna,214.6944
Naples,Vienna,836.3706
Lisbon,Vienna,2303.6237
Turin,Vienna,750.7859
Hanover,Vienna,661.489
Malmö,Vienna,854.856
Helsinki,Vienna,1441.1217
Prague,Vienna,252.8383
Valencia,Vienna,1654.5719
Bremen,Vienna,760.5072
Porto,Vienna,2118.6102
Amsterdam,Munich,669.5848
Stockholm,Munich,1315.4317
Copenhagen,Munich,842.7707
Barcelona,Munich,1055.402
Cologne,Munich,456.6385
Athens,Munich,1497.108
Bucharest,Munich,1190.4458
Budapest,Munich,563.3073
Naples,Munich,838.5883
Lisbon,Munich,1967.9102
Turin,Munich,453.066
Hanover,Munich,489.1595
Malmö,Munich,836.6704
Helsinki,Munich,1592.0488
Prague,Munich,300.3147
Valencia,Munich,1357.9898
Bremen,Munich,583.1731
Porto,Munich,1772.5618
Stockholm,Amsterdam,1127.8689
Copenhagen,Amsterdam,623.2007
Barcelona,Amsterdam,1238.9079
Cologne,Amsterdam,214.2694
Athens,Amsterdam,2166.1367
Bucharest,Amsterdam,1791.6543
Budapest,Amsterdam,1148.5378
Naples,Amsterdam,1466.3818
Lisbon,Amsterdam,1865.6878
Turin,Amsterdam,837.695
Hanover,Amsterdam,329.9026
Malmö,Amsterdam,641.3917
Helsinki,Amsterdam,1505.6625
Prague,Amsterdam,711.7477
Valencia,Amsterdam,1490.2766
Bremen,Amsterdam,275.7071
Porto,Amsterdam,1613.4835
Copenhagen,Stockholm,522.0769
Barcelona,Stockholm,2280.6153
Cologne,Stockholm,1168.9667
Athens,Stockholm,2407.4229
Bucharest,Stockholm,1743.4813
Budapest,Stockholm,1317.8155
Naples,Stockholm,2073.8179
Lisbon,Stockholm,2993.535
Turin,Stockholm,1733.4247
Hanover,Stockholm,931.8909
Malmö,Stockholm,513.7236
Helsinki,Stockholm,397.4031
Prague,Stockholm,1054.4773
Valencia,Stockholm,2562.9057
Bremen,Stockholm,900.9919
Porto,Stockholm,2740.299
Barcelona,Copenhagen,1761.5977
Cologne,Copenhagen,646.9126
Athens,Copenhagen,2137.9173
Bucharest,Copenhagen,1576.8332
Budapest,Copenhagen,1014.3931
Naples,Copenhagen,1655.9062
Lisbon,Copenhagen,2482.2491
Turin,Copenhagen,1230.5355
Hanover,Copenhagen,412.6447
Malmö,Copenhagen,28.5562
Helsinki,Copenhagen,884.6728
Prague,Copenhagen,635.3831
Valencia,Copenhagen,2041.5891
Bremen,Copenhagen,379.6785
Porto,Copenhagen,2234.2253
Cologne,Barcelona,1123.9164
Athens,Barcelona,1881.7007
Bucharest,Barcelona,1975.6167
Budapest,Barcelona,1500.3001
Naples,Barcelona,1014.9375
Lisbon,Barcelona,1009.2834
Turin,Barcelona,606.0469
Hanover,Barcelona,1349.259
Malmö,Barcelona,1767.4935
Helsinki,Barcelona,2607.0854
Prague,Barcelona,1354.6563
Valencia,Barcelona,303.4485
Bremen,Barcelona,1392.0713
Porto,Barcelona,903.7955
Athens,Cologne,1953.7406
Bucharest,Cologne,1602.264
Budapest,Cologne,958.1807
Naples,Cologne,1255.8803
Lisbon,Cologne,1854.2463
Turin,Cologne,654.968
Hanover,Cologne,249.977
Malmö,Cologne,656.8696
Helsinki,Cologne,1521.8573
Prague,Cologne,537.3816
Valencia,Cologne,1397.1541
Bremen,Cologne,269.5176
Porto,Cologne,1617.6455
Bucharest,Athens,743.6301
Budapest,Athens,1123.8912
Naples,Athens,875.0802
Lisbon,Athens,2858.6219
Turin,Athens,1549.0911
Hanover,Athens,1933.4032
Malmö,Athens,2117.4666
Helsinki,Athens,2468.5121
Prague,Athens,1535.1602
Valencia,Athens,2096.3186
Bremen,Athens,2033.6346
Porto,Athens,2784.8857
Budapest,Bucharest,644.1819
Naples,Bucharest,1050.0488
Lisbon,Bucharest,2982.7875
Turin,Bucharest,1457.1641
Hanover,Bucharest,1493.4011
Malmö,Bucharest,1551.8008
Helsinki,Bucharest,1752.1678
Prague,Bucharest,1082.6119
Valencia,Bucharest,2252.8147
Bremen,Bucharest,1586.929
Porto,Bucharest,2841.811
Naples,Budapest,833.1768
Lisbon,Budapest,2475.3627
Turin,Budapest,915.0746
Hanover,Budapest,859.1525
Malmö,Budapest,993.655
Helsinki,Budapest,1461.2593
Prague,Budapest,444.945
Valencia,Budapest,1799.0938
Bremen,Budapest,955.9006
Porto,Budapest,2301.5311
Lisbon,Naples,2011.4245
Turin,Naples,712.4081
Hanover,Naples,1327.717
Malmö,Naples,1644.8184
Helsinki,Naples,2273.5338
Prague,Naples,1028.3156
Valencia,Naples,1253.8122
Bremen,Naples,1421.3096
Porto,Naples,1918.2794
Turin,Lisbon,1560.2914
Hanover,Lisbon,2104.223
Malmö,Lisbon,2497.1865
Helsinki,Lisbon,3366.8192
Prague,Lisbon,2247.6664
Valencia,Lisbon,762.3181
Bremen,Lisbon,2106.8852
Porto,Lisbon,274.8089
Hanover,Turin,826.4085
Malmö,Turin,1230.8575
Helsinki,Turin,2033.3663
Prague,Turin,753.3803
Valencia,Turin,909.4787
Bremen,Turin,894.3364
Porto,Turin,1392.9553
Malmö,Hanover,418.3232
Helsinki,Hanover,1275.1825
Prague,Hanover,414.2493
Valencia,Hanover,1631.3281
Bremen,Hanover,100.253
Porto,Hanover,1866.9272
Helsinki,Malmö,869.7546
Prague,Malmö,621.4254
Valencia,Malmö,2049.1881
Bremen,Malmö,391.8436
Porto,Malmö,2250.403
Prague,Helsinki,1304.033
Valencia,Helsinki,2898.0484
Bremen,Helsinki,1261.0682
Porto,Helsinki,3118.5295
Valencia,Prague,1656.6929
Bremen,Prague,511.5741
Porto,Prague,2040.6788
Bremen,Valencia,1666.6678
Porto,Valencia,724.0895
Porto,Bremen,1862.7794
Dusseldorf,Rotterdam,177.3075
Zaragoza,Rotterdam,1212.1854
Venlo,Rotterdam,130.0459
Bratislava,Rotterdam,995.7185
Hamburg,Rotterdam,414.4489
Rome,Rotterdam,1269.2365
Lille,Rotterdam,173.9644
Liege,Rotterdam,161.5622
Warsaw,Rotterdam,1135.6449
Paris,Rotterdam,373.8895
Lyon,Rotterdam,686.2599
Marseille,Rotterdam,961.635
Bordeaux,Rotterdam,871.6731
Milan,Rotterdam,797.3505
Berlin,Rotterdam,612.1444
Madrid,Rotterdam,1424.5277
Vienna,Rotterdam,945.1163
Munich,Rotterdam,659.8408
Amsterdam,Rotterdam,57.4343
Stockholm,Rotterdam,1184.1789
Copenhagen,Rotterdam,677.1951
Barcelona,Rotterdam,1184.8322
Cologne,Rotterdam,204.5198
Athens,Rotterdam,2156.6411
Bucharest,Rotterdam,1801.3393
Budapest,Rotterdam,1157.2593
Naples,Rotterdam,1440.8269
Lisbon,Rotterdam,1809.3787
Turin,Rotterdam,798.1952
Hanover,Rotterdam,363.4785
Malmö,Rotterdam,694.6911
Helsinki,Rotterdam,1560.6484
Prague,Rotterdam,726.5575
Valencia,Rotterdam,1434.1499
Bremen,Rotterdam,320.6459
Porto,Rotterdam,1558.0329
